,Loss func,Func params,Num observations,Learn rate,Init w1,Init w2,Init bias,break good,break bad,Num iterations,w1 delta,w2 delta,bias delta,loss / num obs,loss,w1,w2,bias
136,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-10.0,0.1,-10.0,True,False,6164,-0.001,-0.004,0.044,0.159,158.723,2.001,-2.996,4.956
137,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-10.0,0.1,-0.1,True,False,5088,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
138,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-10.0,0.1,0.1,True,False,5049,-0.001,-0.004,0.044,0.159,158.723,2.001,-2.996,4.956
139,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-10.0,0.1,10.0,True,False,5058,-0.002,-0.004,-0.019,0.159,158.724,2.002,-2.996,5.019
140,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-10.0,10.0,-10.0,True,False,6165,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
141,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-10.0,10.0,-0.1,True,False,5092,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
142,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-10.0,10.0,0.1,True,False,5052,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
143,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-10.0,10.0,10.0,True,False,5054,-0.002,-0.004,-0.019,0.159,158.724,2.002,-2.996,5.019
144,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,-10.0,-10.0,True,False,6161,-0.001,-0.004,0.044,0.159,158.723,2.001,-2.996,4.956
145,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,-10.0,-0.1,True,False,5079,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
146,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,-10.0,0.1,True,False,5039,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
147,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,-10.0,10.0,True,False,5067,-0.002,-0.004,-0.019,0.159,158.724,2.002,-2.996,5.019
148,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,-0.1,-10.0,True,False,6162,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
149,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,-0.1,-0.1,True,False,5083,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
150,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,-0.1,0.1,True,False,5043,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
151,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,-0.1,10.0,True,False,5064,-0.002,-0.004,-0.019,0.159,158.723,2.002,-2.996,5.019
152,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,0.1,-10.0,True,False,6162,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
153,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,0.1,-0.1,True,False,5083,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
154,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,0.1,0.1,True,False,5043,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
155,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,0.1,10.0,True,False,5064,-0.002,-0.004,-0.019,0.159,158.723,2.002,-2.996,5.019
156,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,10.0,-10.0,True,False,6163,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
157,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,10.0,-0.1,True,False,5087,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
158,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,10.0,0.1,True,False,5047,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
159,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,-0.1,10.0,10.0,True,False,5060,-0.002,-0.004,-0.019,0.159,158.724,2.002,-2.996,5.019
160,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,-10.0,-10.0,True,False,6160,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
161,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,-10.0,-0.1,True,False,5079,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
162,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,-10.0,0.1,True,False,5039,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
163,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,-10.0,10.0,True,False,5067,-0.002,-0.004,-0.019,0.159,158.724,2.002,-2.996,5.019
164,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,-0.1,-10.0,True,False,6162,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
165,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,-0.1,-0.1,True,False,5083,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
166,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,-0.1,0.1,True,False,5043,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
167,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,-0.1,10.0,True,False,5064,-0.002,-0.004,-0.019,0.159,158.724,2.002,-2.996,5.019
168,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,0.1,-10.0,True,False,6162,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
169,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,0.1,-0.1,True,False,5083,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
170,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,0.1,0.1,True,False,5043,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
171,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,0.1,10.0,True,False,5064,-0.002,-0.004,-0.019,0.159,158.723,2.002,-2.996,5.019
172,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,10.0,-10.0,True,False,6163,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
173,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,10.0,-0.1,True,False,5087,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
174,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,10.0,0.1,True,False,5047,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
175,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,0.1,10.0,10.0,True,False,5060,-0.002,-0.004,-0.019,0.159,158.724,2.002,-2.996,5.019
176,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,-10.0,-10.0,True,False,6159,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
177,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,-10.0,-0.1,True,False,5074,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
178,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,-10.0,0.1,True,False,5033,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
179,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,-10.0,10.0,True,False,5073,-0.002,-0.004,-0.019,0.159,158.724,2.002,-2.996,5.019
180,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,-0.1,-10.0,True,False,6160,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
181,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,-0.1,-0.1,True,False,5078,-0.001,-0.004,0.044,0.159,158.723,2.001,-2.996,4.956
182,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,-0.1,0.1,True,False,5037,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
183,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,-0.1,10.0,True,False,5069,-0.002,-0.004,-0.019,0.159,158.724,2.002,-2.996,5.019
184,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,0.1,-10.0,True,False,6160,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
185,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,0.1,-0.1,True,False,5078,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
186,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,0.1,0.1,True,False,5037,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
187,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,0.1,10.0,True,False,5069,-0.002,-0.004,-0.019,0.159,158.724,2.002,-2.996,5.019
188,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,10.0,-10.0,True,False,6161,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
189,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,10.0,-0.1,True,False,5081,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
190,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,10.0,0.1,True,False,5041,-0.001,-0.004,0.044,0.159,158.724,2.001,-2.996,4.956
191,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-06,10.0,10.0,10.0,True,False,5065,-0.002,-0.004,-0.019,0.159,158.724,2.002,-2.996,5.019
192,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,-10.0,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
193,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,-10.0,-0.1,True,False,622,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
194,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,-10.0,0.1,True,False,618,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
195,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,-10.0,10.0,True,False,620,-0.002,-0.004,0.002,0.158,158.273,2.002,-2.996,4.998
196,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,-0.1,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
197,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,-0.1,-0.1,True,False,622,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
198,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,-0.1,0.1,True,False,618,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
199,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,-0.1,10.0,True,False,619,-0.002,-0.004,0.002,0.158,158.274,2.002,-2.996,4.998
200,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,0.1,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
201,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,0.1,-0.1,True,False,622,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
202,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,0.1,0.1,True,False,618,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
203,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,0.1,10.0,True,False,619,-0.002,-0.004,0.002,0.158,158.274,2.002,-2.996,4.998
204,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,10.0,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
205,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,10.0,-0.1,True,False,623,-0.002,-0.004,0.022,0.158,158.273,2.002,-2.996,4.978
206,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,10.0,0.1,True,False,619,-0.002,-0.004,0.022,0.158,158.273,2.002,-2.996,4.978
207,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-10.0,10.0,10.0,True,False,619,-0.002,-0.004,0.002,0.158,158.274,2.002,-2.996,4.998
208,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,-10.0,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
209,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,-10.0,-0.1,True,False,621,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
210,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,-10.0,0.1,True,False,617,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
211,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,-10.0,10.0,True,False,620,-0.002,-0.004,0.002,0.158,158.274,2.002,-2.996,4.998
212,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,-0.1,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
213,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,-0.1,-0.1,True,False,622,-0.002,-0.004,0.022,0.158,158.273,2.002,-2.996,4.978
214,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,-0.1,0.1,True,False,618,-0.002,-0.004,0.022,0.158,158.273,2.002,-2.996,4.978
215,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,-0.1,10.0,True,False,620,-0.002,-0.004,0.002,0.158,158.274,2.002,-2.996,4.998
216,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,0.1,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
217,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,0.1,-0.1,True,False,622,-0.002,-0.004,0.022,0.158,158.273,2.002,-2.996,4.978
218,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,0.1,0.1,True,False,618,-0.002,-0.004,0.022,0.158,158.273,2.002,-2.996,4.978
219,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,0.1,10.0,True,False,620,-0.002,-0.004,0.002,0.158,158.274,2.002,-2.996,4.998
220,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,10.0,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
221,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,10.0,-0.1,True,False,622,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
222,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,10.0,0.1,True,False,618,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
223,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,-0.1,10.0,10.0,True,False,619,-0.002,-0.004,0.002,0.158,158.274,2.002,-2.996,4.998
224,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,-10.0,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
225,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,-10.0,-0.1,True,False,621,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
226,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,-10.0,0.1,True,False,617,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
227,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,-10.0,10.0,True,False,620,-0.002,-0.004,0.002,0.158,158.274,2.002,-2.996,4.998
228,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,-0.1,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
229,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,-0.1,-0.1,True,False,622,-0.002,-0.004,0.022,0.158,158.273,2.002,-2.996,4.978
230,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,-0.1,0.1,True,False,618,-0.002,-0.004,0.022,0.158,158.273,2.002,-2.996,4.978
231,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,-0.1,10.0,True,False,620,-0.002,-0.004,0.002,0.158,158.274,2.002,-2.996,4.998
232,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,0.1,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
233,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,0.1,-0.1,True,False,622,-0.002,-0.004,0.022,0.158,158.273,2.002,-2.996,4.978
234,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,0.1,0.1,True,False,618,-0.002,-0.004,0.022,0.158,158.273,2.002,-2.996,4.978
235,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,0.1,10.0,True,False,620,-0.002,-0.004,0.002,0.158,158.274,2.002,-2.996,4.998
236,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,10.0,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
237,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,10.0,-0.1,True,False,622,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
238,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,10.0,0.1,True,False,618,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
239,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,0.1,10.0,10.0,True,False,619,-0.002,-0.004,0.002,0.158,158.274,2.002,-2.996,4.998
240,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,-10.0,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
241,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,-10.0,-0.1,True,False,621,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
242,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,-10.0,0.1,True,False,617,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
243,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,-10.0,10.0,True,False,621,-0.002,-0.004,0.002,0.158,158.273,2.002,-2.996,4.998
244,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,-0.1,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
245,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,-0.1,-0.1,True,False,621,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
246,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,-0.1,0.1,True,False,617,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
247,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,-0.1,10.0,True,False,620,-0.002,-0.004,0.002,0.158,158.274,2.002,-2.996,4.998
248,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,0.1,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
249,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,0.1,-0.1,True,False,621,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
250,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,0.1,0.1,True,False,617,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
251,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,0.1,10.0,True,False,620,-0.002,-0.004,0.002,0.158,158.274,2.002,-2.996,4.998
252,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,10.0,-10.0,True,False,729,-0.002,-0.004,0.022,0.158,158.274,2.002,-2.996,4.978
253,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,10.0,-0.1,True,False,622,-0.002,-0.004,0.022,0.158,158.273,2.002,-2.996,4.978
254,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,10.0,0.1,True,False,618,-0.002,-0.004,0.022,0.158,158.273,2.002,-2.996,4.978
255,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",1000,1e-05,10.0,10.0,10.0,True,False,620,-0.002,-0.004,0.002,0.158,158.274,2.002,-2.996,4.998
256,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,-10.0,-10.0,False,False,9999,0.003,0.01,5.532,15.428,154277.484,1.997,-3.01,-0.532
257,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,-10.0,-0.1,False,False,9999,0.001,0.002,1.889,1.937,19372.498,1.999,-3.002,3.111
258,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,-10.0,0.1,False,False,9999,0.0,0.002,1.816,1.801,18014.39,2.0,-3.002,3.184
259,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,-10.0,10.0,False,False,9999,-0.002,-0.006,-1.827,1.847,18466.719,2.002,-2.994,6.827
260,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,-0.1,-10.0,False,False,9999,0.003,0.01,5.524,15.384,153837.355,1.997,-3.01,-0.524
261,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,-0.1,-0.1,False,False,9999,0.0,0.002,1.881,1.922,19222.749,2.0,-3.002,3.119
262,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,-0.1,0.1,False,False,9999,0.0,0.002,1.808,1.787,17870.507,2.0,-3.002,3.192
263,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,-0.1,10.0,False,False,9999,-0.002,-0.006,-1.835,1.861,18613.217,2.002,-2.994,6.835
264,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,0.1,-10.0,False,False,9999,0.003,0.01,5.523,15.383,153828.47,1.997,-3.01,-0.523
265,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,0.1,-0.1,False,False,9999,0.0,0.002,1.881,1.922,19219.73,2.0,-3.002,3.119
266,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,0.1,0.1,False,False,9999,0.0,0.002,1.807,1.787,17867.607,2.0,-3.002,3.193
267,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,0.1,10.0,False,False,9999,-0.002,-0.006,-1.835,1.862,18616.183,2.002,-2.994,6.835
268,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,10.0,-10.0,False,False,9999,0.003,0.01,5.516,15.339,153388.989,1.997,-3.01,-0.516
269,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,10.0,-0.1,False,False,9999,0.0,0.002,1.873,1.907,19070.63,2.0,-3.002,3.127
270,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,10.0,0.1,False,False,9999,0.0,0.002,1.8,1.772,17724.373,2.0,-3.002,3.2
271,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-10.0,10.0,10.0,False,False,9999,-0.002,-0.006,-1.843,1.876,18763.33,2.002,-2.994,6.843
272,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-0.1,-10.0,-10.0,False,False,9999,0.003,0.01,5.529,15.415,154147.507,1.997,-3.01,-0.529
273,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-0.1,-10.0,-0.1,False,False,9999,0.001,0.002,1.887,1.933,19328.231,1.999,-3.002,3.113
274,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-0.1,-10.0,0.1,False,False,9999,0.0,0.002,1.813,1.797,17971.855,2.0,-3.002,3.187
275,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-0.1,-10.0,10.0,False,False,9999,-0.002,-0.006,-1.829,1.851,18509.894,2.002,-2.994,6.829
276,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-0.1,-0.1,-10.0,False,False,9999,0.003,0.01,5.521,15.371,153707.565,1.997,-3.01,-0.521
277,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-0.1,-0.1,-0.1,False,False,9999,0.0,0.002,1.879,1.918,19178.67,2.0,-3.002,3.121
278,<function <lambda> at 0x000001AC530CC378>,"[2, -3, 5]",10000,1e-08,-0.1,-0.1,0.1,False,False,9999,0.0,0.002,1.805,1.783,17828.16,2.0,-3.002,3.195
